Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,44,1,9003,1,39,160.0,1,37,38,9,7,160.0,0,0,0,1,0,1,19,0,0,6,7,6,15.333333333333334,0,0,6,9,6,14.0,0,15.5,2.8,-4.06,1
4,43,4,9991,0,12,133.1,1,37,37,9,9,153.0,0,0,0,0,0,0,40,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
4,43,1,9500,1,1,130.0,1,37,37,9,9,103.7,0,0,0,1,0,0,38,0,1,8,12,5,13.126,1,1,8,12,5,13.126,1,10.8,1.4,1.74,0
1,7,1,9085,1,3,120.0,1,37,37,7,7,120.0,0,0,0,1,0,0,32,0,4,10,20,4,11.5,2,3,9,13,3,11.666666666666666,2,15.5,2.8,-4.06,0
1,1,1,9853,1,1,160.0,1,1,37,9,9,146.0,1,0,0,1,0,0,19,0,0,6,11,3,10.333333333333334,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,0
2,39,1,9147,1,1,130.0,1,37,37,9,9,117.9,0,0,0,1,0,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,0
1,1,1,9147,1,1,124.0,1,38,19,3,10,128.6,1,0,0,1,0,0,20,0,0,5,5,4,12.0,0,0,4,4,2,11.5,0,7.6,2.6,0.32,0
1,17,1,9853,1,1,150.0,1,19,19,3,4,135.0,0,0,0,1,0,0,29,0,2,8,10,7,11.142857142857142,0,2,8,11,8,11.375,0,12.7,3.7,-1.7,1
1,1,1,9991,0,1,140.0,1,37,37,9,9,124.6,0,0,0,1,0,0,29,0,0,5,11,5,11.4,0,0,5,10,4,10.25,0,15.5,2.8,-4.06,0
1,1,5,9500,1,1,135.0,1,37,37,7,7,124.0,1,0,0,1,0,1,19,0,0,8,8,7,12.771428571428572,1,0,8,8,7,12.771428571428572,1,9.4,-0.8,-3.12,0
4,39,1,8014,0,19,133.1,1,37,37,9,9,95.0,0,0,1,0,0,0,50,0,0,6,11,0,0.0,0,0,5,6,0,0.0,0,8.9,1.4,3.51,0
2,1,1,9147,1,1,133.1,1,34,34,0,0,131.8,0,0,0,1,0,0,24,0,14,15,17,14,11.357142857142858,0,13,14,15,13,12.846153846153848,0,7.6,2.6,0.32,0
1,1,5,9119,1,1,132.0,1,38,19,5,3,119.1,0,0,0,1,0,0,18,0,0,5,11,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,0
1,43,1,9991,0,1,141.0,1,37,37,9,9,131.9,0,0,0,1,0,0,21,0,6,10,20,6,11.5,0,5,10,17,5,12.4,0,9.4,-0.8,-3.12,0
1,1,1,9254,1,1,135.0,1,38,37,9,7,139.2,0,0,0,1,1,1,19,0,0,6,6,6,13.0,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,1
1,1,1,9500,1,1,133.0,1,37,37,9,7,121.8,0,0,0,1,1,1,18,0,0,8,8,8,12.93875,0,0,8,8,8,12.93875,0,9.4,-0.8,-3.12,1
1,17,1,171,1,1,142.0,1,37,37,9,9,132.9,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1
1,44,1,9003,1,39,130.0,1,37,37,9,10,130.0,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0
1,39,1,9500,1,1,133.1,1,37,37,7,7,124.5,0,0,0,0,1,0,38,0,0,7,11,5,12.18,0,0,7,11,4,11.8125,0,11.1,0.6,2.02,0
1,1,2,9500,1,1,149.0,1,19,1,9,9,137.8,1,0,0,1,1,0,18,0,0,8,8,7,13.0,0,0,8,8,7,13.0,0,12.7,3.7,-1.7,1
1,1,1,9238,1,1,106.0,1,1,1,3,3,105.0,0,0,0,1,1,0,20,0,0,6,9,5,11.0,0,0,6,9,5,12.166666666666666,0,11.1,0.6,2.02,1
1,17,2,9670,1,1,128.0,1,37,38,5,8,121.7,0,0,0,1,1,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,1
1,1,1,9003,1,1,124.0,1,38,19,9,7,116.0,0,0,0,1,1,0,19,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,1
1,1,2,9773,1,1,140.0,1,38,38,5,7,126.4,1,0,0,1,1,1,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,1
1,15,1,9670,1,1,160.0,1,37,12,9,9,149.5,1,0,0,0,1,0,19,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,1
1,44,1,9003,1,39,130.0,1,1,3,9,6,130.0,0,0,0,1,1,1,21,0,0,6,15,6,11.714285714285714,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,1
1,1,1,9670,1,1,141.0,1,1,1,5,9,126.3,0,0,0,1,1,1,18,0,0,6,8,6,12.166666666666666,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,1
1,1,1,9670,1,1,131.0,1,1,1,4,9,122.3,0,0,0,1,1,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,1
1,44,1,9070,1,39,130.0,1,1,1,9,9,131.8,0,0,0,1,1,1,22,0,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,12.4,0.5,1.79,1
1,43,1,9991,0,4,160.0,1,3,3,2,1,125.0,0,0,0,1,1,0,26,0,0,5,7,5,12.6,0,0,5,7,5,13.714285714285714,0,13.9,-0.3,0.79,1
1,1,1,9670,1,1,146.0,1,1,1,9,8,149.5,1,0,0,1,1,1,17,0,0,6,8,6,14.875,0,0,6,8,6,13.428571428571429,0,11.1,0.6,2.02,1
1,44,1,9003,1,39,140.0,1,19,38,6,7,140.0,1,0,0,1,1,0,19,0,0,6,8,6,12.714285714285714,0,0,6,9,6,13.5,0,12.4,0.5,1.79,1
1,1,3,9670,1,1,106.0,1,3,1,2,3,105.7,1,0,0,1,1,0,19,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.8,0,8.9,1.4,3.51,1
1,1,1,9147,1,1,151.0,1,1,38,4,7,137.0,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,1
1,39,1,9991,0,1,110.0,1,37,37,9,9,139.0,0,0,0,1,1,0,40,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0
1,1,1,9070,1,1,139.0,1,1,19,3,9,134.9,1,0,0,1,1,0,20,0,0,6,7,6,13.666666666666666,0,0,6,7,6,12.166666666666666,1,16.2,0.3,-0.92,1
1,17,3,9500,1,1,156.0,1,19,37,4,9,132.3,1,0,0,1,1,1,18,0,0,7,7,6,13.266666666666666,0,0,7,7,6,13.266666666666666,0,7.6,2.6,0.32,1
1,17,4,9500,1,1,143.0,1,19,38,9,6,131.5,1,0,0,1,1,1,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,1
1,1,1,9500,1,1,127.0,1,2,19,3,9,121.5,0,0,0,1,1,0,23,0,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,7.6,2.6,0.32,1
1,43,1,9147,1,1,120.0,1,37,37,5,3,113.4,0,0,0,1,1,0,22,0,0,5,9,3,13.0,0,0,5,9,3,11.666666666666666,0,12.7,3.7,-1.7,0
1,44,1,9085,1,39,150.0,1,38,38,4,1,150.0,1,0,0,1,1,0,20,0,1,6,11,6,13.8,0,1,6,7,6,13.142857142857142,0,16.2,0.3,-0.92,1
1,1,1,9670,1,1,141.0,1,2,1,2,4,140.7,1,0,0,1,1,0,20,0,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,1
1,17,5,9773,1,1,146.0,1,1,37,5,5,146.7,1,0,0,1,1,0,19,0,0,6,7,6,13.833333333333334,0,0,6,8,6,13.625,0,7.6,2.6,0.32,1
1,44,1,9119,1,39,160.0,1,3,38,2,3,160.0,0,0,1,0,1,0,24,0,2,6,6,2,16.0,0,2,7,7,2,16.0,0,8.9,1.4,3.51,0
2,43,1,9070,1,2,140.0,1,37,37,6,6,140.0,1,0,0,1,1,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,1
1,1,6,9119,1,1,126.0,1,19,19,7,3,116.6,1,0,0,1,1,1,20,0,0,5,6,5,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,1
1,17,5,9119,1,1,118.0,1,1,19,9,9,120.5,1,0,0,1,1,0,20,0,0,5,10,3,13.333333333333334,0,0,5,11,5,13.571428571428571,0,12.4,0.5,1.79,1
1,17,2,9070,1,1,121.0,1,1,19,144,144,111.9,1,0,0,1,1,0,19,0,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,1
1,17,1,9119,1,1,148.0,1,1,38,4,5,148.7,0,0,0,1,1,0,18,0,0,5,6,5,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,1
1,1,1,9254,1,1,132.0,1,1,38,9,9,120.1,1,0,0,1,1,1,20,0,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,8.9,1.4,3.51,1
1,1,1,9130,1,1,140.0,1,4,3,3,3,127.8,0,0,0,1,1,0,18,0,0,6,7,6,14.285714285714286,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,1
1,17,3,9147,1,1,112.0,1,1,1,3,3,106.4,1,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,1
1,1,1,9670,1,1,150.0,1,3,37,4,7,139.5,0,0,0,1,1,1,20,0,0,6,7,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,12.7,3.7,-1.7,1
1,44,1,9003,1,39,150.0,1,19,1,9,8,150.0,1,0,0,1,1,0,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,1
2,1,1,9556,1,1,144.0,1,19,19,193,144,139.8,0,0,1,1,1,0,24,0,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,10.8,1.4,1.74,1
1,39,1,8014,0,1,133.1,1,3,19,4,7,119.0,0,0,0,1,1,0,39,0,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,8.9,1.4,3.51,1
1,43,1,9070,1,1,133.0,1,1,2,9,2,128.8,0,0,0,1,1,0,19,0,6,12,12,12,13.166666666666666,0,6,12,12,12,13.0,0,10.8,1.4,1.74,1
1,18,1,9773,1,1,124.0,1,38,37,9,8,126.8,0,0,0,1,1,1,21,0,0,6,8,5,13.833333333333334,0,0,6,6,4,14.0,0,13.9,-0.3,0.79,1
1,43,1,9147,1,1,133.1,1,4,19,2,1,128.2,0,0,0,1,0,0,23,0,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,0
1,17,3,9773,1,1,134.0,1,2,1,3,3,129.5,1,0,0,1,1,0,18,0,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,1
1,1,4,9773,1,1,125.0,1,19,19,9,7,129.6,1,0,0,1,1,0,18,0,0,6,6,6,12.833333333333334,0,0,6,8,6,12.833333333333334,0,12.4,0.5,1.79,1
1,17,2,9773,1,1,132.0,1,19,1,9,9,141.8,1,0,0,1,1,0,20,0,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,12.7,3.7,-1.7,1
1,1,3,9773,1,1,135.0,1,3,1,2,4,129.8,1,0,0,1,1,0,20,0,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,1
1,17,1,9670,1,1,117.0,1,1,1,4,4,117.7,1,0,0,1,1,0,20,0,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,1
1,1,1,9238,1,1,133.0,1,19,38,9,7,131.3,1,0,1,1,0,0,18,0,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,0
1,15,1,9085,1,1,133.1,41,37,37,9,9,109.6,0,0,0,1,0,0,18,1,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,0
1,18,6,8014,0,1,134.0,1,3,19,2,4,120.7,1,0,0,1,0,0,23,0,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
1,1,1,9238,1,1,135.0,1,19,38,7,5,121.0,0,0,0,1,0,0,20,0,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,0
1,17,1,8014,0,1,119.0,1,34,34,0,0,112.4,1,0,0,1,0,0,26,0,4,7,15,7,11.571428571428571,0,2,6,14,2,11.0,0,7.6,2.6,0.32,0
1,1,6,9773,1,1,145.0,1,1,19,4,4,131.0,1,0,0,1,0,1,18,0,0,6,6,6,12.166666666666666,0,0,6,10,5,11.2,0,7.6,2.6,0.32,0
1,1,1,171,1,1,143.0,1,3,37,9,9,142.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0
1,1,3,9773,1,1,117.0,1,38,19,7,7,110.4,1,0,1,0,0,0,19,0,0,6,7,6,12.166666666666666,0,0,6,10,2,10.333333333333334,0,16.2,0.3,-0.92,0
1,44,1,9238,1,39,140.0,1,37,19,191,102,136.1,1,0,1,1,0,0,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,0
4,39,1,9853,1,19,133.1,1,38,19,9,9,108.0,0,0,1,0,0,0,33,0,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,0
2,1,4,9500,1,1,143.0,1,38,38,5,5,128.7,1,0,0,1,0,0,18,0,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,1
1,1,3,9773,1,1,150.0,1,19,38,4,4,146.5,1,0,0,1,0,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.666666666666666,0,11.1,0.6,2.02,1
1,1,2,9254,1,1,112.0,1,37,37,6,6,106.1,1,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
1,39,1,9085,1,1,133.1,1,3,3,4,2,144.9,1,0,0,1,0,0,26,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,0
1,17,1,9238,1,1,135.0,1,37,37,8,6,127.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0
5,39,1,9853,1,19,133.1,1,37,37,9,8,118.0,0,0,0,1,0,0,27,0,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,12.4,0.5,1.79,0
1,43,1,9670,1,39,110.0,1,19,3,7,10,110.0,0,0,0,1,0,0,21,0,0,6,8,5,11.833333333333334,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,0
1,44,1,9085,1,39,140.0,1,1,19,9,9,140.0,1,0,0,1,0,0,20,0,1,6,13,6,12.555555555555555,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,0
1,44,1,9085,1,39,150.0,1,38,1,5,5,150.0,0,0,0,1,0,0,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,0
1,1,3,9238,1,1,124.0,1,19,1,7,10,116.0,1,0,1,1,0,0,19,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,0
1,1,6,9500,1,1,126.0,1,12,37,5,9,121.8,1,0,0,1,0,0,19,0,0,7,8,6,13.731666666666667,0,0,8,10,7,13.771428571428572,0,12.4,0.5,1.79,0
1,44,1,9085,1,39,150.0,1,19,37,4,7,150.0,1,0,0,1,0,0,19,0,2,6,8,6,14.142857142857142,0,1,6,7,6,13.0,0,13.9,-0.3,0.79,1
1,1,2,9773,1,1,133.0,1,19,38,5,0,133.7,1,0,0,1,0,0,19,0,0,6,11,1,13.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0
1,18,1,171,1,1,110.0,1,19,2,5,5,117.7,1,0,1,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1
5,39,1,9238,1,1,130.0,1,19,38,9,10,146.0,0,0,0,1,1,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,1
1,17,6,9147,1,1,129.0,1,19,1,9,4,122.0,1,0,0,1,1,0,19,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,1
1,39,1,9670,1,1,140.0,1,38,37,7,7,105.2,0,0,0,1,1,0,29,0,0,6,7,1,14.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0
1,43,1,9254,1,1,112.0,1,37,37,9,9,108.5,0,0,0,1,1,0,21,0,0,6,6,6,12.666666666666666,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,1
1,1,1,9500,1,1,133.1,1,38,38,5,10,101.0,0,0,0,1,1,0,20,0,0,7,14,5,12.87857142857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,1
1,18,2,9670,1,1,121.0,1,37,38,4,1,111.9,1,0,0,1,1,0,19,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,1
1,1,1,9147,1,1,139.0,1,38,1,5,5,127.1,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,1
1,17,3,171,1,1,125.0,1,37,37,5,10,120.5,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1
1,17,4,9085,1,1,137.0,1,38,38,151,151,141.6,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12.0,0,7.6,2.6,0.32,1
1,1,3,171,1,1,140.0,1,37,37,9,9,124.3,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
1,17,1,9670,1,1,141.0,1,19,37,5,8,130.2,0,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
1,17,6,9670,1,1,125.0,1,38,1,9,7,125.0,1,0,0,1,1,0,20,0,0,6,8,4,14.25,0,0,6,10,5,14.0,0,10.8,1.4,1.74,1
1,51,1,8014,0,2,110.0,1,19,38,9,10,110.0,0,0,0,1,1,0,42,0,8,12,12,11,14.454545454545457,0,7,11,11,10,14.2,0,11.1,0.6,2.02,1
1,1,1,9003,1,1,133.1,1,38,38,4,8,115.0,0,0,1,1,1,0,21,0,8,12,13,12,14.538461538461538,0,4,12,14,12,14.461538461538462,0,15.5,2.8,-4.06,1
1,43,1,9500,1,1,132.0,1,1,38,7,7,129.6,0,1,0,1,1,0,23,0,0,7,10,6,12.733333333333334,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,1
1,1,3,171,1,1,155.0,1,4,3,1,1,144.2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1
1,1,2,9500,1,1,144.0,1,38,37,9,9,128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,1
1,17,4,9119,1,1,133.0,1,3,1,9,3,123.2,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,1
1,51,1,9085,1,40,120.0,1,3,3,4,2,125.0,0,0,0,1,0,0,28,0,0,6,8,6,14.428571428571429,0,0,6,12,4,15.6,0,11.1,0.6,2.02,0
1,17,3,9853,1,1,133.1,1,12,1,4,0,134.8,1,0,0,1,0,0,18,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
1,43,1,9130,1,1,125.0,1,39,3,3,2,125.0,1,0,0,1,0,0,21,0,0,5,6,0,0.0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,1
1,1,3,9500,1,1,148.0,1,1,19,4,5,135.1,1,0,1,1,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0
1,39,1,9085,1,19,133.1,1,19,37,7,90,104.0,0,0,0,1,0,0,26,0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,10.8,1.4,1.74,0
1,18,4,9500,1,1,137.0,1,3,1,3,4,126.7,1,0,0,1,0,0,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.622222222222222,0,13.9,-0.3,0.79,0
1,44,1,9085,1,1,130.0,1,1,1,4,3,130.0,1,0,0,1,0,0,20,0,0,6,13,5,11.8,0,0,6,19,4,12.0,0,12.4,0.5,1.79,0
1,17,1,9991,0,1,140.0,1,38,37,6,7,127.3,0,0,0,1,0,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,0
1,7,1,9238,1,3,130.0,1,1,1,4,10,125.1,0,0,1,0,0,0,27,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,0
1,17,1,9773,1,1,116.0,1,37,1,9,8,115.7,1,0,1,0,0,0,19,0,0,6,6,3,11.333333333333334,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0
1,1,3,9853,1,1,122.0,1,3,3,2,2,112.6,1,0,0,1,0,0,23,0,0,6,8,5,13.6,0,0,6,8,5,11.6,0,7.6,2.6,0.32,0
1,1,3,9773,1,1,131.0,1,1,1,4,4,127.2,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,0
1,44,1,9130,1,39,140.0,1,1,19,4,8,140.0,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
1,39,1,9085,1,19,133.1,1,37,37,9,9,100.0,1,0,1,0,0,1,26,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
1,1,1,9085,1,1,150.0,1,37,37,4,9,132.1,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,0
1,44,1,9085,1,39,160.0,1,1,1,4,4,160.0,1,0,0,1,0,0,23,0,1,6,12,4,13.4,0,1,6,17,2,13.5,0,12.4,0.5,1.79,0
1,43,1,9556,1,1,126.0,1,2,3,3,2,100.0,0,0,0,1,0,0,25,0,2,7,10,3,13.0,0,1,8,10,3,11.666666666666666,4,10.8,1.4,1.74,0
1,18,1,9500,1,1,135.0,1,3,3,1,1,125.8,1,0,0,1,0,0,18,0,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,1
1,1,2,9500,1,1,106.0,1,1,19,4,4,106.4,1,0,0,1,0,1,19,0,0,7,9,5,13.34,0,0,7,9,6,12.385714285714286,0,12.4,0.5,1.79,0
1,7,1,8014,0,40,120.0,1,37,19,9,3,120.0,0,0,0,1,0,0,36,0,6,10,15,4,13.0,0,5,9,10,4,13.75,0,8.9,1.4,3.51,0
1,1,2,9500,1,1,134.0,1,19,19,4,7,131.0,1,0,0,1,1,0,18,0,0,7,9,7,14.594444444444443,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,1
1,1,3,9119,1,1,113.0,1,4,38,2,7,107.4,1,0,0,1,1,0,18,0,0,5,8,5,14.0,0,0,5,6,5,13.2,0,8.9,1.4,3.51,1
1,1,1,9254,1,1,126.0,1,1,19,4,4,116.9,0,0,0,1,1,0,18,0,0,6,8,6,13.571428571428571,0,0,6,7,5,11.8,0,8.9,1.4,3.51,1
1,1,1,9670,1,1,141.0,1,19,38,9,9,130.5,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.857142857142858,0,11.1,0.6,2.02,1
2,39,1,9085,1,12,133.1,1,1,39,5,3,140.0,1,0,1,0,0,0,32,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
1,17,1,9853,1,1,133.1,1,34,19,0,3,117.1,1,0,0,1,0,1,21,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
1,18,1,9500,1,1,144.0,1,37,37,6,6,127.5,1,0,0,1,0,1,19,0,0,8,8,7,13.542857142857144,0,0,8,8,7,13.542857142857144,0,12.7,3.7,-1.7,1
1,1,1,9147,1,1,135.0,1,1,19,5,5,130.1,1,0,0,1,0,0,18,0,0,5,10,4,10.75,1,0,5,13,2,10.0,0,9.4,-0.8,-3.12,0
2,43,1,9991,0,1,130.0,1,37,37,9,9,110.0,1,0,0,1,0,0,38,0,4,10,14,4,10.75,0,2,10,10,2,10.0,0,7.6,2.6,0.32,0
4,27,1,9070,1,2,130.0,1,34,34,0,0,130.0,0,0,0,1,0,0,53,0,15,18,18,17,13.176470588235292,0,13,18,18,16,13.0,0,7.6,2.6,0.32,0
2,39,1,8014,0,1,120.0,1,34,34,0,0,104.0,0,0,0,1,0,0,54,0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,0
1,43,1,9500,1,1,125.0,1,37,37,9,7,123.6,1,0,0,1,0,1,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,0
1,39,1,8014,0,1,133.1,1,37,37,9,8,121.0,0,0,1,0,0,0,44,0,2,8,12,4,12.0,2,2,7,9,4,12.0,2,8.9,1.4,3.51,0
1,1,3,9500,1,1,131.0,1,19,3,3,2,126.1,1,0,0,1,0,0,18,0,0,7,8,7,12.59125,0,0,8,11,7,12.820000000000002,0,15.5,2.8,-4.06,0
1,17,1,9003,1,1,120.0,1,38,37,5,9,131.4,1,0,0,1,1,1,23,0,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,1
1,17,6,9773,1,1,141.0,1,37,37,5,5,127.7,1,0,0,1,1,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,1
1,44,1,9003,1,39,140.0,1,37,37,9,6,140.0,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,1
1,1,3,9500,1,1,143.0,1,1,1,4,4,129.0,1,0,0,1,1,0,18,0,0,8,8,7,12.365714285714288,0,0,8,8,7,12.365714285714288,0,10.8,1.4,1.74,1
1,1,1,9773,1,1,128.0,1,1,19,4,4,124.5,0,0,0,1,1,1,19,0,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,1
1,1,1,9130,1,1,133.1,1,6,11,4,5,138.4,0,0,0,1,1,0,21,0,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,1
1,1,3,9773,1,1,121.0,1,19,38,9,7,113.0,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,1
1,1,4,9773,1,1,124.0,1,3,12,2,9,137.0,1,0,0,1,1,0,20,0,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,1
