JoiningYear,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Education_Bachelors,Education_Masters,Education_PHD,City_Bangalore,City_New Delhi,City_Pune,EverBenched_No,EverBenched_Yes
2012,3,29,Male,4,0,1,0,0,1,0,0,1,0
2017,2,28,Male,5,0,0,1,0,0,0,1,1,0
2016,2,29,Male,3,1,1,0,0,0,0,1,1,0
2018,3,28,Male,5,1,1,0,0,0,0,1,1,0
2014,3,29,Female,4,1,1,0,0,0,0,1,1,0
2016,3,30,Male,3,0,0,1,0,0,1,0,1,0
2017,3,30,Male,0,0,1,0,0,0,0,1,1,0
2017,2,30,Male,4,0,1,0,0,0,1,0,1,0
2017,2,28,Female,4,0,1,0,0,0,1,0,1,0
2016,3,30,Female,5,0,0,0,1,1,0,0,1,0
2017,2,29,Male,3,0,1,0,0,0,0,1,1,0
2017,2,30,Male,1,1,1,0,0,0,1,0,1,0
2016,2,30,Female,1,1,1,0,0,0,0,1,1,0
2014,3,28,Male,0,0,0,1,0,0,1,0,1,0
2015,2,30,Female,1,0,0,1,0,0,0,1,1,0
2012,3,30,Female,1,0,1,0,0,1,0,0,1,0
2018,3,29,Male,3,1,1,0,0,1,0,0,1,0
2018,3,29,Male,2,1,0,1,0,0,0,1,1,0
2017,2,28,Male,2,0,1,0,0,0,1,0,1,0
2016,3,29,Female,0,1,1,0,0,1,0,0,1,0
2016,1,29,Female,1,0,1,0,0,0,1,0,1,0
2018,3,29,Female,3,1,1,0,0,1,0,0,1,0
2016,3,29,Female,1,1,0,1,0,0,1,0,1,0
2015,3,28,Male,5,0,1,0,0,0,0,1,1,0
2017,2,29,Female,5,0,1,0,0,0,1,0,1,0
2017,3,30,Male,0,0,1,0,0,1,0,0,1,0
2013,3,28,Female,1,0,1,0,0,0,1,0,1,0
2012,3,28,Female,0,0,1,0,0,0,1,0,1,0
2013,2,29,Female,0,1,1,0,0,0,0,1,1,0
2013,2,28,Female,4,1,1,0,0,0,0,1,1,0
2013,3,29,Female,3,0,1,0,0,1,0,0,1,0
2015,3,29,Male,5,0,1,0,0,1,0,0,1,0
2017,3,30,Female,3,0,1,0,0,0,1,0,1,0
2015,3,29,Male,0,0,1,0,0,0,0,1,1,0
2013,3,27,Female,5,0,1,0,0,1,0,0,0,1
2017,1,29,Female,5,0,1,0,0,1,0,0,1,0
2017,2,27,Male,5,1,0,1,0,1,0,0,1,0
2014,3,28,Female,2,0,0,1,0,0,1,0,1,0
2012,3,27,Female,5,1,1,0,0,0,1,0,1,0
2012,3,28,Male,0,0,1,0,0,1,0,0,1,0
2013,3,27,Female,5,1,1,0,0,0,1,0,1,0
2013,2,26,Female,4,1,1,0,0,1,0,0,1,0
2012,3,28,Female,3,0,1,0,0,1,0,0,1,0
2017,3,27,Male,5,0,0,1,0,0,1,0,1,0
2013,2,30,Female,5,1,1,0,0,0,0,1,1,0
2015,3,26,Male,4,1,0,1,0,0,0,1,1,0
2016,3,30,Female,3,0,1,0,0,1,0,0,1,0
2017,3,30,Male,0,1,1,0,0,1,0,0,1,0
2015,3,29,Male,4,0,0,0,1,0,1,0,1,0
2014,1,28,Female,5,0,1,0,0,1,0,0,1,0
2014,3,30,Male,0,0,1,0,0,0,0,1,1,0
2012,3,26,Female,4,1,0,1,0,1,0,0,1,0
2013,2,26,Female,4,1,1,0,0,0,1,0,1,0
2016,3,29,Female,0,0,1,0,0,0,1,0,1,0
2018,3,28,Female,2,1,0,1,0,0,1,0,1,0
2015,2,27,Female,5,0,0,0,1,0,1,0,1,0
2013,1,30,Male,1,0,0,1,0,0,0,1,1,0
2018,3,30,Female,3,1,1,0,0,0,1,0,0,1
2013,3,30,Male,5,0,0,0,1,0,1,0,1,0
2014,3,26,Male,4,1,0,1,0,0,1,0,0,1
2018,3,36,Male,2,1,1,0,0,1,0,0,1,0
2018,3,37,Male,4,1,1,0,0,1,0,0,1,0
2015,3,35,Female,0,1,1,0,0,0,0,1,1,0
2013,2,32,Female,4,1,1,0,0,0,0,1,1,0
2013,1,39,Female,0,1,1,0,0,0,0,1,1,0
2018,3,32,Male,1,1,1,0,0,0,0,1,1,0
2012,3,37,Female,5,0,0,0,1,0,1,0,1,0
2012,3,31,Male,4,0,1,0,0,0,0,1,1,0
2018,3,31,Male,1,1,1,0,0,0,0,1,1,0
2017,3,33,Male,2,0,1,0,0,1,0,0,1,0
2017,2,37,Male,2,0,0,1,0,0,0,1,1,0
2014,3,31,Male,1,0,1,0,0,0,0,1,0,1
2017,3,40,Female,4,0,0,1,0,1,0,0,1,0
2017,2,32,Male,0,0,1,0,0,0,1,0,1,0
2016,3,41,Male,0,0,1,0,0,1,0,0,1,0
2018,3,35,Female,5,1,1,0,0,1,0,0,0,1
2014,3,34,Male,3,0,1,0,0,0,0,1,1,0
2017,3,31,Male,0,0,1,0,0,1,0,0,1,0
2017,3,41,Female,2,1,0,1,0,1,0,0,1,0
2015,3,41,Male,5,0,1,0,0,0,0,1,1,0
2016,3,37,Female,0,0,1,0,0,1,0,0,1,0
2018,3,32,Female,3,1,1,0,0,1,0,0,1,0
2015,3,37,Male,3,0,1,0,0,1,0,0,0,1
2016,3,32,Male,1,0,1,0,0,1,0,0,1,0
2017,3,36,Female,5,0,0,1,0,0,1,0,1,0
2014,3,36,Male,3,0,1,0,0,1,0,0,1,0
2015,3,36,Male,5,0,1,0,0,1,0,0,1,0
2017,3,41,Male,3,0,1,0,0,1,0,0,0,1
2015,3,39,Male,3,0,1,0,0,0,0,1,1,0
2013,3,37,Male,0,0,1,0,0,0,0,1,1,0
2013,3,32,Male,1,0,1,0,0,1,0,0,1,0
2012,3,36,Male,2,0,1,0,0,1,0,0,1,0
2013,3,36,Male,4,0,1,0,0,1,0,0,1,0
2014,3,36,Male,1,0,1,0,0,1,0,0,1,0
2018,3,32,Female,2,1,1,0,0,1,0,0,0,1
2018,3,34,Male,3,1,1,0,0,1,0,0,1,0
2018,3,37,Male,5,1,1,0,0,1,0,0,0,1
2018,3,40,Male,3,1,1,0,0,0,0,1,0,1
2014,2,36,Female,3,1,1,0,0,0,0,1,1,0
2017,2,38,Female,0,0,1,0,0,0,0,1,1,0
2017,2,31,Female,0,1,0,1,0,0,1,0,1,0
2013,3,41,Female,4,0,1,0,0,0,1,0,1,0
2012,2,32,Male,3,1,0,1,0,1,0,0,1,0
2017,2,41,Female,3,0,1,0,0,0,1,0,1,0
2013,3,40,Male,5,0,1,0,0,0,0,1,1,0
2014,3,38,Female,2,1,1,0,0,1,0,0,1,0
2017,2,36,Male,5,0,0,1,0,0,1,0,1,0
2013,3,33,Female,1,0,1,0,0,0,1,0,1,0
2014,3,39,Male,0,0,1,0,0,1,0,0,0,1
2013,3,39,Male,0,0,1,0,0,1,0,0,1,0
2014,3,33,Male,4,0,1,0,0,1,0,0,1,0
2017,3,32,Male,5,0,1,0,0,0,0,1,1,0
2014,3,35,Female,2,1,1,0,0,1,0,0,1,0
2014,3,36,Male,5,0,1,0,0,1,0,0,1,0
2018,2,39,Female,0,1,1,0,0,0,0,1,1,0
2013,3,37,Female,5,0,1,0,0,1,0,0,1,0
2017,2,35,Female,2,1,0,1,0,0,1,0,1,0
2017,3,36,Male,5,0,1,0,0,1,0,0,1,0
2013,3,41,Male,0,0,0,1,0,0,1,0,1,0
2018,3,38,Male,2,1,1,0,0,1,0,0,1,0
2015,3,34,Male,5,0,1,0,0,1,0,0,1,0
2012,3,34,Male,1,0,1,0,0,1,0,0,1,0
2015,3,35,Male,5,0,1,0,0,0,0,1,0,1
2012,3,39,Female,2,0,1,0,0,1,0,0,1,0
2012,3,41,Male,3,0,1,0,0,1,0,0,1,0
2018,3,34,Male,2,1,1,0,0,1,0,0,0,1
2015,2,35,Female,1,0,0,1,0,0,0,1,1,0
2012,3,33,Male,2,0,1,0,0,1,0,0,1,0
2015,3,39,Male,3,0,1,0,0,1,0,0,1,0
2017,2,35,Male,2,0,0,1,0,0,1,0,0,1
2017,2,31,Female,0,0,1,0,0,0,1,0,1,0
2016,3,34,Male,4,0,1,0,0,1,0,0,0,1
2013,3,40,Female,5,0,1,0,0,1,0,0,0,1
2016,3,31,Female,4,0,1,0,0,0,1,0,1,0
2016,3,33,Male,3,0,1,0,0,0,0,1,1,0
2013,3,32,Male,5,0,1,0,0,1,0,0,1,0
2017,2,31,Male,4,1,0,1,0,0,1,0,1,0
2014,3,39,Male,2,0,1,0,0,1,0,0,1,0
2016,3,33,Male,1,1,1,0,0,1,0,0,1,0
2014,3,40,Female,4,0,1,0,0,1,0,0,1,0
2016,3,39,Male,0,1,1,0,0,1,0,0,1,0
2017,3,35,Male,2,0,1,0,0,1,0,0,0,1
2017,3,32,Male,1,0,1,0,0,1,0,0,1,0
2015,2,34,Female,5,1,1,0,0,0,0,1,1,0
2017,3,40,Female,4,0,1,0,0,1,0,0,1,0
2017,3,33,Male,4,1,0,1,0,0,0,1,1,0
2015,2,36,Female,0,1,1,0,0,0,0,1,1,0
2018,3,39,Male,3,1,0,1,0,1,0,0,1,0
2012,3,37,Female,5,1,1,0,0,1,0,0,1,0
2018,3,36,Male,1,1,1,0,0,1,0,0,1,0
2017,2,39,Male,2,0,1,0,0,0,1,0,1,0
2015,2,35,Female,4,1,1,0,0,0,0,1,0,1
2018,3,41,Male,2,1,0,1,0,0,1,0,1,0
2012,3,31,Male,5,0,1,0,0,0,0,1,1,0
2015,2,36,Female,0,1,1,0,0,0,0,1,0,1
2017,3,37,Male,2,1,1,0,0,1,0,0,1,0
2015,2,39,Female,4,1,1,0,0,0,0,1,1,0
2012,3,34,Male,2,0,1,0,0,0,0,1,1,0
2012,3,35,Female,1,0,1,0,0,1,0,0,1,0
2015,3,40,Female,2,0,1,0,0,1,0,0,1,0
2016,3,39,Female,1,0,1,0,0,1,0,0,1,0
2017,3,39,Female,1,0,1,0,0,1,0,0,1,0
2015,3,41,Female,3,1,1,0,0,0,0,1,1,0
2012,3,40,Male,2,0,1,0,0,0,0,1,1,0
2012,1,36,Male,3,0,1,0,0,1,0,0,1,0
2017,2,33,Female,2,0,1,0,0,0,1,0,1,0
2014,3,33,Male,2,0,0,1,0,0,1,0,1,0
2018,3,40,Male,2,1,0,1,0,0,1,0,1,0
2015,2,34,Female,2,1,1,0,0,0,0,1,1,0
2014,3,33,Female,1,0,1,0,0,1,0,0,1,0
2015,1,34,Male,5,1,0,1,0,0,1,0,1,0
2017,1,40,Male,5,0,0,1,0,0,1,0,1,0
2014,3,32,Male,4,0,1,0,0,1,0,0,1,0
2017,3,38,Male,2,0,1,0,0,0,1,0,1,0
2015,3,38,Male,4,0,1,0,0,1,0,0,1,0
2015,3,32,Male,2,0,1,0,0,1,0,0,1,0
2013,3,31,Female,3,1,1,0,0,1,0,0,0,1
2015,3,39,Female,0,0,1,0,0,1,0,0,1,0
2017,2,41,Male,2,0,0,1,0,0,0,1,0,1
2015,2,35,Female,2,1,1,0,0,0,0,1,0,1
2016,3,39,Male,5,0,1,0,0,0,0,1,1,0
2014,3,40,Female,0,0,1,0,0,1,0,0,1,0
2016,3,41,Male,1,0,1,0,0,1,0,0,1,0
2015,2,34,Female,1,0,0,1,0,0,0,1,1,0
2016,2,37,Female,5,1,1,0,0,0,0,1,1,0
2017,2,36,Male,2,0,1,0,0,0,1,0,1,0
2015,3,37,Male,1,0,1,0,0,0,0,1,1,0
2015,1,40,Female,1,0,0,1,0,0,0,1,1,0
2018,3,39,Female,0,1,1,0,0,0,1,0,0,1
2017,2,36,Female,5,0,1,0,0,0,1,0,1,0
2015,2,32,Female,2,1,1,0,0,1,0,0,1,0
2015,3,31,Female,1,0,0,0,1,0,0,1,1,0
2012,3,31,Male,4,0,1,0,0,1,0,0,1,0
2013,3,36,Female,5,0,1,0,0,0,1,0,1,0
2014,3,35,Male,3,0,1,0,0,1,0,0,1,0
2013,2,33,Female,2,1,0,1,0,0,1,0,1,0
2014,3,39,Male,1,0,1,0,0,1,0,0,0,1
2015,3,35,Female,1,1,1,0,0,0,0,1,1,0
2013,3,38,Female,4,0,1,0,0,1,0,0,1,0
2017,3,39,Female,4,1,0,1,0,1,0,0,1,0
2014,2,35,Male,2,1,1,0,0,0,0,1,1,0
2016,3,31,Male,1,0,1,0,0,0,0,1,1,0
2017,2,32,Female,4,1,1,0,0,0,1,0,1,0
2016,3,34,Male,1,0,1,0,0,0,1,0,1,0
2014,3,34,Male,3,0,1,0,0,1,0,0,0,1
2014,3,36,Male,1,1,0,1,0,0,1,0,1,0
2017,2,41,Male,4,0,0,1,0,1,0,0,1,0
2017,2,39,Female,3,0,0,1,0,0,0,1,1,0
2017,2,38,Male,5,0,0,1,0,0,1,0,1,0
2015,3,38,Male,3,1,1,0,0,1,0,0,1,0
2014,3,37,Male,4,0,1,0,0,1,0,0,1,0
2017,3,34,Male,5,0,1,0,0,1,0,0,1,0
2014,1,39,Male,5,0,1,0,0,1,0,0,1,0
2017,2,38,Female,2,1,0,1,0,0,1,0,1,0
2017,3,33,Male,5,0,0,1,0,0,1,0,1,0
2012,3,33,Female,5,0,1,0,0,1,0,0,1,0
2012,3,34,Male,4,0,1,0,0,1,0,0,1,0
2016,2,32,Female,0,1,1,0,0,0,0,1,1,0
2012,3,33,Female,0,0,1,0,0,1,0,0,0,1
2013,3,37,Male,2,0,0,1,0,0,0,1,1,0
2015,3,37,Male,2,1,0,1,0,0,1,0,1,0
2013,3,37,Male,2,0,1,0,0,0,1,0,1,0
2017,3,40,Male,1,0,1,0,0,1,0,0,0,1
2016,3,32,Male,1,0,0,1,0,0,1,0,1,0
2016,3,36,Female,5,1,1,0,0,1,0,0,1,0
2014,3,36,Male,4,0,1,0,0,1,0,0,1,0
2014,3,36,Female,1,1,1,0,0,1,0,0,1,0
2017,3,31,Male,1,1,0,1,0,0,1,0,1,0
2015,3,38,Male,4,0,1,0,0,1,0,0,0,1
2017,3,38,Male,2,0,0,1,0,0,1,0,1,0
2012,3,39,Male,2,0,1,0,0,0,0,1,1,0
2014,1,37,Male,5,0,1,0,0,1,0,0,1,0
2015,2,36,Female,1,1,1,0,0,0,0,1,1,0
2013,3,35,Male,2,1,1,0,0,1,0,0,1,0
2013,3,40,Female,5,1,1,0,0,0,0,1,1,0
2014,3,40,Male,5,0,1,0,0,0,0,1,1,0
2017,3,35,Female,3,0,1,0,0,1,0,0,1,0
2012,3,41,Female,5,0,1,0,0,1,0,0,1,0
2015,3,32,Male,4,0,1,0,0,1,0,0,1,0
2013,3,41,Male,2,0,1,0,0,1,0,0,1,0
2016,3,40,Female,1,1,1,0,0,0,1,0,1,0
2017,3,40,Male,3,0,1,0,0,0,0,1,1,0
2017,3,34,Male,3,1,1,0,0,1,0,0,1,0
2017,2,36,Male,2,0,0,1,0,0,1,0,0,1
2017,3,33,Female,2,0,1,0,0,0,1,0,1,0
2014,3,41,Male,2,0,1,0,0,0,0,1,1,0
2014,3,40,Female,3,0,1,0,0,1,0,0,1,0
2016,3,31,Male,1,1,1,0,0,1,0,0,1,0
2015,3,32,Female,2,1,0,1,0,1,0,0,1,0
2017,3,34,Female,1,1,1,0,0,0,0,1,1,0
2016,3,32,Male,4,0,1,0,0,0,1,0,1,0
2013,3,32,Female,4,0,1,0,0,1,0,0,1,0
2014,3,38,Male,2,0,1,0,0,1,0,0,1,0
2017,3,32,Male,1,1,0,1,0,0,1,0,1,0
2015,3,40,Male,2,0,1,0,0,0,1,0,1,0
2017,1,38,Female,1,1,1,0,0,0,1,0,1,0
2017,3,37,Male,0,0,1,0,0,0,0,1,1,0
2014,3,31,Male,1,0,0,0,1,1,0,0,1,0
2014,3,34,Male,0,0,1,0,0,0,0,1,1,0
2017,2,34,Female,2,1,0,1,0,0,1,0,1,0
2013,2,37,Female,0,1,1,0,0,0,0,1,1,0
2017,2,31,Male,1,0,0,1,0,0,1,0,1,0
2017,3,35,Male,5,0,1,0,0,1,0,0,1,0
2015,3,34,Female,4,0,0,0,1,0,1,0,1,0
2012,1,32,Male,1,1,1,0,0,1,0,0,1,0
2017,3,31,Male,0,0,1,0,0,0,0,1,0,1
2015,3,36,Female,5,0,1,0,0,1,0,0,1,0
2017,3,38,Female,2,0,0,1,0,0,1,0,1,0
2015,3,34,Male,4,0,1,0,0,0,0,1,1,0
2013,1,39,Female,1,1,1,0,0,1,0,0,1,0
2013,3,35,Male,0,0,0,0,1,0,0,1,1,0
2015,2,33,Male,4,1,0,1,0,0,0,1,1,0
2014,3,35,Female,2,1,0,1,0,1,0,0,1,0
2015,3,40,Male,2,0,0,1,0,0,1,0,1,0
2015,2,32,Female,0,1,1,0,0,0,0,1,1,0
2013,3,38,Male,1,0,1,0,0,1,0,0,1,0
2012,3,32,Female,1,1,1,0,0,1,0,0,1,0
2018,3,36,Male,3,1,1,0,0,1,0,0,1,0
2012,3,35,Male,1,0,1,0,0,1,0,0,1,0
2013,3,37,Female,0,0,1,0,0,0,1,0,1,0
2015,2,35,Male,3,1,1,0,0,0,0,1,1,0
2017,2,37,Female,1,0,0,1,0,0,0,1,1,0
2017,2,39,Male,4,0,0,1,0,0,0,1,1,0
2014,3,40,Male,4,1,0,1,0,0,0,1,1,0
2012,2,41,Female,1,1,1,0,0,0,0,1,1,0
2018,3,41,Male,0,1,1,0,0,0,0,1,0,1
2017,2,39,Female,2,0,0,1,0,0,0,1,1,0
2012,3,38,Female,5,0,1,0,0,1,0,0,1,0
2013,3,33,Male,3,0,1,0,0,1,0,0,1,0
2014,3,36,Female,3,0,1,0,0,1,0,0,1,0
2017,3,41,Male,5,0,1,0,0,1,0,0,1,0
2012,3,40,Female,5,0,0,0,1,0,1,0,1,0
2013,3,31,Female,4,1,1,0,0,1,0,0,1,0
2012,3,33,Female,1,0,1,0,0,1,0,0,1,0
2015,3,39,Male,2,0,1,0,0,1,0,0,0,1
2014,2,33,Female,5,0,0,1,0,0,0,1,1,0
2015,3,35,Male,0,0,1,0,0,1,0,0,1,0
2012,3,38,Male,2,0,0,1,0,0,1,0,1,0
2016,3,36,Female,0,0,1,0,0,1,0,0,1,0
2014,2,36,Female,2,1,1,0,0,0,0,1,1,0
2015,1,35,Male,5,0,1,0,0,1,0,0,1,0
2017,2,34,Female,5,1,1,0,0,0,0,1,1,0
2015,2,41,Female,3,1,1,0,0,0,0,1,1,0
2016,3,32,Female,3,1,1,0,0,0,0,1,1,0
2017,2,41,Female,2,1,1,0,0,0,0,1,1,0
2016,3,36,Male,0,0,1,0,0,1,0,0,1,0
2017,2,39,Male,3,0,1,0,0,0,0,1,1,0
2015,3,38,Male,2,0,1,0,0,1,0,0,0,1
2014,3,34,Male,3,1,1,0,0,1,0,0,1,0
2012,3,39,Female,5,0,1,0,0,1,0,0,1,0
2017,3,36,Male,1,0,1,0,0,0,0,1,1,0
2014,3,35,Male,1,0,1,0,0,1,0,0,1,0
2018,3,31,Male,2,1,0,1,0,1,0,0,1,0
2012,3,41,Female,4,0,1,0,0,1,0,0,1,0
2017,3,35,Female,4,0,1,0,0,1,0,0,1,0
2015,1,40,Male,2,0,1,0,0,1,0,0,1,0
2018,3,33,Female,4,1,1,0,0,1,0,0,1,0
2018,3,36,Female,3,1,0,0,1,1,0,0,1,0
2012,3,40,Male,0,0,1,0,0,1,0,0,1,0
2017,2,36,Male,0,0,1,0,0,0,1,0,1,0
2015,3,38,Female,0,0,0,1,0,0,1,0,1,0
2014,2,31,Female,4,1,1,0,0,0,1,0,1,0
2016,3,40,Male,4,0,1,0,0,0,0,1,1,0
2017,3,37,Female,4,0,1,0,0,1,0,0,1,0
2015,3,38,Female,0,0,1,0,0,0,1,0,1,0
2017,2,35,Female,2,0,0,1,0,0,1,0,1,0
2018,3,35,Female,0,1,0,0,1,0,1,0,1,0
2012,3,38,Female,3,0,1,0,0,1,0,0,1,0
2012,3,31,Female,5,0,1,0,0,0,0,1,1,0
2016,3,33,Female,1,0,0,1,0,0,1,0,1,0
2013,2,32,Female,1,1,1,0,0,0,0,1,1,0
2017,1,39,Male,0,0,1,0,0,1,0,0,1,0
2018,3,35,Female,2,1,1,0,0,0,1,0,1,0
2014,3,38,Female,5,0,1,0,0,0,1,0,1,0
2015,3,32,Male,0,0,1,0,0,1,0,0,1,0
2017,3,34,Female,2,0,1,0,0,1,0,0,1,0
2017,3,41,Male,1,0,1,0,0,1,0,0,1,0
2012,3,40,Female,5,0,0,1,0,1,0,0,1,0
2012,2,32,Male,1,1,1,0,0,0,0,1,1,0
2013,3,35,Male,0,0,1,0,0,1,0,0,1,0
2013,1,36,Female,3,0,0,0,1,0,1,0,1,0
2013,3,40,Female,4,0,1,0,0,1,0,0,1,0
2018,2,35,Female,2,1,1,0,0,0,0,1,1,0
2017,2,37,Female,4,0,0,1,0,0,1,0,1,0
2017,3,34,Male,3,0,1,0,0,1,0,0,1,0
2012,3,36,Male,1,0,1,0,0,0,0,1,1,0
2015,3,37,Male,4,0,1,0,0,0,1,0,1,0
2014,3,39,Male,5,0,1,0,0,1,0,0,1,0
2017,2,39,Female,0,0,1,0,0,0,1,0,1,0
2018,3,38,Male,2,1,0,1,0,0,1,0,1,0
2013,3,37,Female,1,0,1,0,0,0,1,0,1,0
2012,2,33,Female,0,1,1,0,0,0,1,0,1,0
2014,3,38,Female,3,0,0,0,1,1,0,0,1,0
2017,2,40,Female,2,1,0,1,0,0,1,0,1,0
2012,3,41,Male,5,0,1,0,0,1,0,0,1,0
2013,2,38,Female,1,1,1,0,0,1,0,0,1,0
2014,3,39,Male,5,1,1,0,0,1,0,0,1,0
2018,3,35,Male,1,1,1,0,0,1,0,0,1,0
2017,3,39,Female,5,1,0,1,0,0,1,0,1,0
2015,2,31,Female,1,1,1,0,0,0,0,1,1,0
2012,3,33,Male,2,0,1,0,0,0,0,1,1,0
2017,3,33,Male,2,0,1,0,0,0,0,1,1,0
2013,3,32,Male,2,0,1,0,0,0,0,1,1,0
2015,2,40,Female,4,1,1,0,0,0,0,1,1,0
2013,3,38,Female,4,0,1,0,0,0,1,0,1,0
2016,3,34,Male,2,0,1,0,0,1,0,0,0,1
2016,1,39,Male,2,0,1,0,0,1,0,0,1,0
2012,3,38,Male,2,0,1,0,0,1,0,0,1,0
2017,2,31,Female,2,1,0,1,0,0,1,0,1,0
2017,3,35,Female,5,0,1,0,0,1,0,0,1,0
2013,3,31,Male,2,0,1,0,0,1,0,0,1,0
2012,3,33,Male,1,0,1,0,0,0,0,1,1,0
2015,2,37,Female,3,1,1,0,0,0,0,1,1,0
2018,3,40,Female,2,1,0,1,0,0,1,0,1,0
2014,3,38,Male,0,0,1,0,0,1,0,0,1,0
2012,3,31,Male,5,0,1,0,0,1,0,0,0,1
2014,3,39,Male,1,0,0,0,1,1,0,0,1,0
2016,3,40,Male,0,0,1,0,0,0,1,0,1,0
2017,3,36,Female,0,1,1,0,0,0,0,1,1,0
2015,3,39,Female,3,1,1,0,0,1,0,0,1,0
2012,3,39,Male,0,0,1,0,0,1,0,0,1,0
2013,3,35,Female,0,0,1,0,0,1,0,0,1,0
2013,3,35,Male,5,0,1,0,0,1,0,0,1,0
2017,3,34,Female,4,0,0,1,0,1,0,0,1,0
2014,3,41,Male,4,0,1,0,0,1,0,0,1,0
2013,3,40,Male,1,0,1,0,0,1,0,0,1,0
2017,3,31,Male,3,1,0,1,0,0,0,1,1,0
2014,3,33,Male,3,0,0,1,0,0,1,0,1,0
2017,2,33,Female,2,1,1,0,0,0,0,1,1,0
2016,3,39,Female,5,0,1,0,0,1,0,0,1,0
2016,3,41,Male,1,1,1,0,0,1,0,0,1,0
2017,3,32,Male,5,0,1,0,0,1,0,0,1,0
2014,2,39,Female,5,1,1,0,0,0,0,1,1,0
2014,3,31,Male,1,0,1,0,0,1,0,0,1,0
2012,3,40,Male,3,0,1,0,0,1,0,0,1,0
2018,3,34,Male,2,1,0,1,0,0,1,0,1,0
2018,3,37,Male,4,1,1,0,0,0,1,0,1,0
2015,2,39,Female,0,1,1,0,0,1,0,0,1,0
2014,3,37,Male,1,0,1,0,0,0,0,1,1,0
2014,3,37,Male,2,0,0,1,0,0,1,0,1,0
2017,3,32,Male,2,0,0,1,0,0,1,0,1,0
2014,3,37,Male,3,0,1,0,0,0,1,0,1,0
2017,3,36,Female,3,0,1,0,0,1,0,0,1,0
2015,2,40,Female,2,1,1,0,0,0,0,1,1,0
2014,3,40,Male,0,0,1,0,0,1,0,0,1,0
2012,3,32,Male,3,0,1,0,0,0,0,1,1,0
2012,3,37,Male,3,1,1,0,0,1,0,0,1,0
2017,3,40,Female,1,1,1,0,0,0,0,1,1,0
2017,3,34,Female,0,0,1,0,0,1,0,0,0,1
2012,3,37,Male,3,0,1,0,0,1,0,0,1,0
2017,3,35,Male,3,0,1,0,0,1,0,0,1,0
2017,3,37,Female,2,0,1,0,0,0,0,1,1,0
2012,3,35,Female,2,0,1,0,0,0,1,0,1,0
2014,3,31,Male,0,1,1,0,0,1,0,0,1,0
2016,3,41,Male,4,0,1,0,0,1,0,0,1,0
2017,3,37,Female,3,0,0,1,0,0,1,0,1,0
2018,3,40,Male,0,1,1,0,0,0,0,1,1,0
2018,1,36,Male,1,0,1,0,0,1,0,0,0,1
2018,3,37,Female,2,1,0,0,1,0,1,0,1,0
2018,3,37,Male,5,1,1,0,0,0,0,1,1,0
2016,3,38,Male,0,0,1,0,0,0,0,1,1,0
2017,2,37,Male,2,1,1,0,0,1,0,0,1,0
2016,3,32,Male,1,1,1,0,0,0,0,1,1,0
2016,3,31,Male,3,0,1,0,0,1,0,0,1,0
2013,1,40,Male,2,0,1,0,0,1,0,0,1,0
2015,3,31,Male,1,0,1,0,0,1,0,0,1,0
2017,2,36,Male,2,0,0,1,0,0,0,1,1,0
2017,3,38,Male,2,0,1,0,0,1,0,0,0,1
2014,3,37,Female,5,1,1,0,0,0,0,1,1,0
2014,3,34,Female,2,1,1,0,0,0,0,1,1,0
2013,3,41,Male,2,1,1,0,0,1,0,0,0,1
2015,2,32,Female,3,1,1,0,0,0,0,1,1,0
2015,3,34,Male,5,0,1,0,0,0,0,1,1,0
2013,3,39,Male,2,1,0,0,1,1,0,0,1,0
2013,2,32,Male,2,1,0,1,0,0,1,0,1,0
2012,3,31,Female,3,0,1,0,0,1,0,0,1,0
2016,3,40,Male,1,0,0,0,1,0,1,0,1,0
2015,3,37,Female,0,0,1,0,0,1,0,0,1,0
2017,3,40,Female,0,0,0,1,0,0,1,0,1,0
2013,3,31,Male,1,0,1,0,0,1,0,0,1,0
2017,3,32,Male,2,0,1,0,0,1,0,0,1,0
2017,3,34,Female,1,0,1,0,0,1,0,0,0,1
2013,2,41,Male,2,1,0,1,0,0,0,1,1,0
2015,3,37,Male,2,0,0,1,0,0,1,0,1,0
2015,3,40,Female,1,0,1,0,0,1,0,0,1,0
2017,2,35,Male,2,0,0,1,0,0,0,1,1,0
2012,3,39,Male,3,0,1,0,0,1,0,0,1,0
2017,3,41,Male,4,0,1,0,0,0,0,1,1,0
2015,3,36,Male,4,0,1,0,0,1,0,0,1,0
2014,3,32,Male,5,0,1,0,0,1,0,0,1,0
2013,3,32,Male,0,0,1,0,0,1,0,0,1,0
2017,3,36,Male,2,0,1,0,0,1,0,0,1,0
2013,3,40,Male,4,0,1,0,0,1,0,0,1,0
2018,3,32,Male,1,1,1,0,0,1,0,0,0,1
2016,3,38,Male,1,0,1,0,0,1,0,0,1,0
2018,3,41,Male,4,1,1,0,0,1,0,0,1,0
2017,2,35,Male,3,1,0,1,0,0,0,1,1,0
2016,3,36,Female,1,0,1,0,0,1,0,0,1,0
2014,3,35,Female,4,0,1,0,0,1,0,0,1,0
2016,3,31,Male,2,0,1,0,0,1,0,0,1,0
2015,3,37,Male,2,0,0,0,1,0,0,1,1,0
2013,3,41,Female,4,0,1,0,0,1,0,0,1,0
2013,3,31,Male,0,0,1,0,0,1,0,0,1,0
